FIXME,Type,addr:city,addr:country,addr:housename,addr:housenumber,addr:postcode,addr:state,addr:street,addr:unit,aeroway,alt_name,amenity,capacity,contact:phone,cuisine,cuisine_1,delivery,description,diet:gluten_free,diet:vegetarian,disused,disused:amenity,drive_in,drive_thru,ele,email,emergency,gay,gnis:county_id,gnis:county_name,gnis:created,gnis:feature_id,gnis:feature_type,gnis:state_id,grades,internet_access,isced:level,lat,leisure,lon,microbrewery,name,name:en,note,old_name,opening_hours,operator,organic,outdoor_seating,payment:bitcoin,payment:cash,payment:litecoin,phone,religion,school,shop,smoking,sport,takeaway,type,website,wheelchair,wikipedia
,,,,,,,,,,,,school,,,,,,,,,,,,,202,,,,453,,11/30/1979,1348436,,48,,,,30.3268729,,-97.7416728,,The Brown School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,163,,,,453,,11/30/1979,1348735,,48,,,,30.2715982,,-97.6369469,,Travis State School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,202,,,,453,,11/30/1979,1348791,,48,,,,30.3143734,,-97.7402837,,Trinity School,,,,,,,,,,,,,,,,,,,,limited,
,,,,,,,,,,,,school,,,,,,,,,,,,,216,,,,453,,11/30/1979,1359537,,48,,,,30.4060357,,-97.7888974,,Hope House School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,237,,,,491,,11/30/1979,1367333,,48,,,,30.4954777,,-97.6919518,,Saint Williams School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,148,,,,453,,11/30/1979,1373423,,48,,,,30.2318769,,-97.6975035,,Dolores School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,138,,,,453,,11/30/1979,1374419,,48,,,,30.2016006,,-97.6377794,,La Mar School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,173,,,,453,,11/30/1979,1375969,,48,,,,30.2407968,,-97.7630928,,San Jose School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,221,,,,453,,11/30/1979,1376432,,48,,,,30.1382671,,-97.8538947,,The Marbridge School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,146,,,,453,,10/08/2003,2008257,,48,,,,30.2659899,,-97.745891,,American Institute for Learning High School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,212,,,,453,,10/09/2003,2009072,,48,,,,30.4083489,,-97.6871674,,River Oaks Elementary School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,186,,,,453,,10/09/2003,2009073,,48,,,,30.3035405,,-97.735839,,Robbins Academy,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,236,,,,453,,10/09/2003,2009080,,48,,,,30.4327942,,-97.6709349,,Star Charter School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,181,,,,453,,10/09/2003,2009083,,48,,,,30.2849303,,-97.7175048,,Texas Academy of Excellence,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,164,,,,453,,10/09/2003,2009084,,48,,,,30.2689915,,-97.7273264,,Texas Empowerment Academy,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,227,,,,453,,10/09/2003,2009085,,48,,,,30.4432582,,-97.6288935,,Timmerman Elementary School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,271,,,,453,,10/09/2003,2009090,,48,,,,30.3038161,,-97.8913978,,West Ridge Middle School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,230,,,,453,,10/09/2003,2009092,,48,,,,30.4166565,,-97.6894928,,Westview Middle School,,,,,,,,,,,,,,,,,,,,,
,,,,,1101,78660,,Picadilly,,,,school,,,,,,,,,,,,,236,,,,453,,10/09/2003,2009095,,48,,,,30.4643851,,-97.642333,,Windermere Elementary School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,245,,,,453,,10/09/2003,2009114,,48,,,,30.4425947,,-97.6409398,,Pflugerville Middle School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,140,,,,453,,10/09/2003,2009148,,48,,,,30.252726,,-97.7299327,,Martin Junior High School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,239,,,,453,,10/09/2003,2009155,,48,,,,30.4327026,,-97.6766726,,Northwest Elementary School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,221,,,,453,,10/09/2003,2009156,,48,,,,30.3440948,,-97.7027831,,Nyos Charter School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,223,,,,453,,10/09/2003,2009164,,48,,,,30.4148338,,-97.6915635,,Parmer Lane Elementary School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,155,,,,453,,10/09/2003,2009167,,48,,,,30.1655781,,-97.7290534,,Hillcrest Elementary School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,239,,,,453,,10/09/2003,2009173,,48,,,,30.4465913,,-97.6369494,,Pflugerville Alternative Learning Center,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,236,,,,453,,10/09/2003,2009175,,48,,,,30.4463135,,-97.6358383,,Pflugerville High School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,200,,,,453,,10/09/2003,2009176,,48,,,,30.2721519,,-97.8030621,,Hill Country Middle School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,162,,,,453,,10/09/2003,2009177,,48,,,,30.3090964,,-97.6713928,,Andrews Elementary School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,262,,,,453,,10/09/2003,2009181,,48,,,,30.3040941,,-97.8747307,,Barton Creek Elementary School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,200,,,,453,,10/09/2003,2009193,,48,,,,30.339927,,-97.8038966,,Bridge Point Elementary School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,229,,,,453,,10/09/2003,2009195,,48,,,,30.4607574,,-97.6486166,,Brookhollow Elementary School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,196,,,,453,,10/09/2003,2009201,,48,,,,30.2690965,,-97.8050065,,Cedar Creek Elementary School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,207,,,,453,,10/09/2003,2009203,,48,,,,30.3882506,,-97.6601419,,Copperfield Elementary School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,145,,,,453,,10/09/2003,2009209,,48,,,,30.1707685,,-97.6244454,,Del Valle Junior High School,,,,,,,,,,,,,,,,,,,,,
,,Del Valle,,,5301 B,78617,,Ross Road,,,,school,,,,,,,,,,,,,,,,,,,,2009210,,,,,,30.1764112,,-97.6124634,,Del Valle Opportunity Center,,,,,,,,,,,512-386-3300,,,,,,,,http://delvalle.tx.schoolwebpages.com/education/school/school.php?sectiondetailid=75,,
,,,,,,,,,,,,school,,,,,,,,,,,,,210,,,,453,,10/09/2003,2009211,,48,,,,30.3998598,,-97.6451015,,Dessau Elementary School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,180,,,,453,,10/09/2003,2009212,,48,,,,30.2927073,,-97.7644506,,Dill Special Programs School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,225,,,,453,,10/09/2003,2009215,,48,,,,30.2771517,,-97.8041733,,Eanes Elementary School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,192,,,,453,,10/09/2003,2009216,,48,,,,30.1529893,,-97.8161163,,Eden Park Academy,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,229,,,,491,,10/09/2003,2009312,,48,,,,30.498962,,-97.6739555,,Xenia Voigt Elementary School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,268,,,,491,,10/09/2003,2009330,,48,,,,30.4536152,,-97.7707232,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,309,,,,491,,10/09/2003,2009341,,48,,,,30.4572025,,-97.8203941,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,302,,,,491,,10/09/2003,2009345,,48,,,,30.4450896,,-97.8041419,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,288,,,,491,,10/09/2003,2009355,,48,,,,30.4557759,,-97.7978233,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,270,,,,491,,10/09/2003,2009365,,48,,,,30.4707088,,-97.7818289,,Forest North Elementary School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,230,,,,491,,10/09/2003,2009367,,48,,,,30.4979781,,-97.643617,,Gattis Elementary School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,285,,,,491,,10/09/2003,2009386,,48,,,,30.4884453,,-97.8310559,,Ada Mae Faubion Elementary School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,238,,,,491,,10/09/2003,2009390,,48,,,,30.4896446,,-97.6911183,,Bluebonnet Elementary School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,295,,,,491,,10/09/2003,2009394,,48,,,,30.4352007,,-97.8244544,,Canyon Creek Elementary School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,266,,,,491,,10/09/2003,2009395,,48,,,,30.4283276,,-97.7843694,,Canyon Vista Middle School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,268,,,,491,,10/09/2003,2009399,,48,,,,30.4924269,,-97.7339814,,Cedar Valley Middle School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,306,,,,491,,10/09/2003,2009404,,48,,,,30.4653081,,-97.8359858,,Cypress Elementary School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,276,,,,491,,10/09/2003,2009406,,48,,,,30.4527921,,-97.77259,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,hospital,,,,,,,,,,,,,202,,,,453,,11/25/2003,2015683,,48,,,,30.2115988,,-97.7916722,,The Oaks Treatment Center,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,hospital,,,,,,,,,,,,,171,,,,453,,11/25/2003,2015684,,48,,,,30.2709189,,-97.7958328,,Renaissance Womens Center of Austin,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,hospital,,,,,,,,,,,,,195,,,,453,,11/25/2003,2015687,,48,,,,30.3121512,,-97.7430616,,The Specialty Hospital of Austin,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,hospital,,,,,,,,,,,,,183,,,,453,,11/25/2003,2015688,,48,,,,30.3382619,,-97.6772267,,Summit Hospital of Central Texas,,,,,,,,,,,,,,,,,,,,,
,,Austin,,,7415,78745,,Manchaca Road,,,,school,,,,,,,,,,,,,,,,,,,,2024541,,,,,,30.1964213,,-97.8087584,,Strickland Christian School,,,,,,,,,,,512-447-1447,christian,,,,,,,http://www.stricklandschool.com/,,
,,,,,,,,,,,,school,,,,,,,,,,,,,202,,,,453,,02/18/2004,2031654,,48,,,,30.2297496,,-97.7559857,,Saint Edwards University,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,hospital,,,,,,,,,,,,,194,,,,453,,11/13/2007,2360980,,48,,,,30.3115221,,-97.7427275,,Austin American Sleep Diagnostic Center,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,hospital,,,,,,,,,,,,,182,,,,453,,11/13/2007,2360981,,48,,,,30.3064088,,-97.7462348,,Austin Heart Center,,,,,,,,,,,,,,,,,,,,yes,
,,,,,,,,,,,,hospital,,,,,,,,,,,,,158,,,,453,,11/13/2007,2360983,,48,,,,30.2743706,,-97.733919,,Austin Women's Hospital,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,hospital,,,,,,,,,,,,,284,,,,453,,11/13/2007,2360990,,48,,,,30.2873225,,-97.8269516,,Saint Jude Medical Center,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,hospital,,,,,,,,,,,,,152,,,,453,,11/13/2007,2360992,,48,,,,30.2742901,,-97.7346834,,Seton Southwest-Shivers Center,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,hospital,,,,,,,,,,,,,208,,,,453,,11/13/2007,2360993,,48,,,,30.2259375,,-97.7745796,,St . David's South Austin Medical Center,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,hospital,,,,,,,,,,,,,226,,,,453,,11/13/2007,2360994,,48,,,,30.3536628,,-97.7494158,,Texan Surgery Center,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,183,,,,453,,11/13/2007,2361086,,48,,,,30.2918407,,-97.7391202,,All Saints Episcopal Day School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,147,,,,453,,11/13/2007,2361088,,48,,,,30.26603,,-97.7418557,,American Youthworks Charter School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,295,,,,491,,11/13/2007,2361089,,48,,,,30.4526708,,-97.8065109,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,292,,,,491,,11/13/2007,2361093,,48,,,,30.4753323,,-97.8359454,,Cedar Park Middle School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,191,,,,453,,11/13/2007,2361094,,48,,,,30.3075441,,-97.7059238,,Cedars International Academy,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,202,,,,453,,11/13/2007,2361095,,48,,,,30.1818075,,-97.7946496,,Christ Community Christian School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,154,,,,453,,11/13/2007,2361098,,48,,,,30.1728612,,-97.6293031,,Del Valle Junior High School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,201,,,,453,,11/13/2007,2361099,,48,,,,30.2446621,,-97.7808296,,Faith United Methodist Preschool,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,262,,,,453,,11/13/2007,2361100,,48,,,,30.3695937,,-97.7583039,,First Presbyterian Church Day School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,166,,,,453,,11/13/2007,2361101,,48,,,,30.2748668,,-97.7426086,,First United Methodist Church of Austin Preschool,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,184,,,,453,,11/13/2007,2361103,,48,,,,30.2959346,,-97.7689936,,Good Shepherd Episcopal School,,,,,,,,,,,,,,,,,,,,,
doesn't exist at this location in real life,,,,,,,,,,,,school,,,,,,,,,,,,,273,,,,453,,11/13/2007,2361104,,48,,,,30.3980542,,-97.749644,,Great Hills Baptist Church Preschool,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,293,,,,453,,11/13/2007,2361108,,48,,,,30.3907452,,-97.9344255,,Hudson Bend Middle School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,287,,,,453,,11/13/2007,2361110,,48,,,,30.419737,,-97.7694446,,Kathy Caraway Elementary School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,229,,,,453,,11/13/2007,2361113,,48,,,,30.3851157,,-97.7032159,,McCullough Academy of Excellence,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,259,,,,453,,11/13/2007,2361115,,48,,,,30.23872,,-97.8792398,,Mount Olive Lutheran Church Preschool,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,219,,,,453,,11/13/2007,2361116,,48,,,,30.4675249,,-97.586526,,Murchison Elementary School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,263,,,,453,,11/13/2007,2361123,,48,,,,30.3741524,,-97.7561443,,Saint Matthews Episcopal Day School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,145,,,,453,,11/13/2007,2361129,,48,,,,30.2605728,,-97.7186294,,University Of Texas Elementary Charter School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,193,,,,453,,11/13/2007,2361130,,48,,,,30.315108,,-97.6923256,,Wesley School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,30.3221769,,-97.6932173,,La Palapa,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,30.3231224,,-97.7037688,,China Star Buffet,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,30.3253747,,-97.7048159,,Pappadeaux,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,30.3269188,,-97.704881,,Pappasitos,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,30.3278596,,-97.7048896,,Chili's,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,30.3288301,,-97.7049325,,Japon Sushi,,,,,,,,,,,,,,,,,,,,,
,,,,,,,TX,,,helipad,,hospital,,,,,,,,,,,,,176,,,,453,Travis,08/01/1994;11/25/2003,1386185;2015685,Airport,48,,,,30.3060828,,-97.7483634,,Seton Medical Center H-4 Heliport;Seton Shoal Creek - Daughters of Charity,,,,,,,,,,,,,,,,,,,,yes,
,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,30.2594637,,-97.753871,,Armstrong Community Music School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,30.2360262,,-97.7953413,,Pei Wei,,,,,,,,,,,,,,,,,,,,,
,,,,"""basement"" of building where Chinatown is",3407,78731,,Greystone Drive,,,,restaurant,,,japanese,,,"enter through side facing Mopac, East",,,,,,,,,,,,,,,,,,,,30.3565169,,-97.7473856,,Musashino Sushi Dokoro,,,,,,,,,,,(512) 795-8593,,,,,,,,http://www.musashinosushi.com/,,
,,,,,,,,,,,,restaurant,,,chinese,,,,,,,,,,,,,,,,,,,,,,,30.3565687,,-97.7473599,,Chinatown,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,30.2780903,,-97.7716979,,Magnolia Cafe,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,30.2946775,,-97.7844094,,Hula Hut,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,restaurant,,,mexican,,,,,,,,,,,,,,,,,,,,,,,30.2800588,,-97.7594781,,Zocalo,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,30.4116126,,-97.7061732,,St. David's Hospital,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,30.2778528,,-97.7729085,,Mangia Pizza,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,restaurant,,,tex-mex,,,,,,,,,,,,,,,,,,,,,,,30.2828378,,-97.7755976,,Maudie's Tex Mex,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,30.3982312,,-97.6432561,,Dessau Middle School,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,30.2638237,,-97.7632926,,Chuy's Barton Springs,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,restaurant,,,,,,,,,,,no,,,,,,,,,,,,,,,30.262808,,-97.762057,yes,Shady Grove,,,,,,,yes,,,,,,,,,,yes,,,limited,
,,,,,1000,78703,,West Lynn St,,,,restaurant,,,american,,,,,,,,,,,,,,,,,,,,,,,30.2794133,,-97.7600581,,Galaxy Cafe,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,30.2307132,,-97.7881368,,Dan's Hamburgers,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,30.2459535,,-97.7782697,,Taco Xpress,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,30.2316672,,-97.8001648,,Hyde Park Bar & Grill,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,30.2314518,,-97.8008555,,Madam Mam's,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,30.2360627,,-97.7954282,,Fish City Grill,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,30.4372791,,-97.6106326,,Hakata Sushi & Asian Grill,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,30.4433175,,-97.6089675,,Mexican grille,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,30.3185788,,-97.7397518,,Blue Star Cafeteria,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,30.3183417,,-97.7399664,,Gusto Italian Kitchen,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,30.3194531,,-97.7387991,,The Omelettry,,,,,,,,,,,,,,,,,,,,limited,
,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,30.3179119,,-97.7402411,,Maru Japanese,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,30.3255061,,-97.7433739,,Fonda San Miguel,,,,,,,,,,,,,,,,,,,,,
